N  chl  mld meanS  z   jd  sst  sstgrad  sstdt  windspeed  par  w  M  eke  current  Ro  PAR7day
2421  -0.996265  -0.793834  -0.542935  -0.759206  -1.247666  1.126038  -0.143876  0.651538  0.120773  2.191585  0.378153  0.075187  -1.574512  -0.948851  0.106616  NaN
2422  -0.482631  -0.326473  0.169396  -0.659438  -0.776089  0.753665  -0.560171  -0.328351  1.638102  0.823656  1.245363  -2.306099  -1.441057  -0.922485  -0.493371  -0.215437
2423  -1.746752  0.628916  0.358367  -0.625923  -0.210196  0.391893  -0.676042  -0.410009  0.180393  -0.250545  0.350346  0.058997  -1.623623  -0.957820  0.278916  -0.002694
2424  0.336854  0.791061  0.987460  -0.608775  0.261381  0.167938  0.250232  -0.491666  0.979301  0.033172  -0.276251  -1.133625  0.403551  0.018498  -0.575338  -0.291507
2425  0.653692  0.771985  1.012632  -0.967314  0.732958  0.148061  0.014886  -0.042550  0.547056  1.182724  -0.301628  -0.451574  0.283867  -0.096974  -0.561000  0.946708
2426  0.526771  -0.140482  0.324865  -0.498096  0.770685  -0.708001  -0.370378  0.814853  1.578482  -0.593662  -2.910809  -1.370087  0.426415  0.041936  0.264684  -1.183190
2427  0.807744  0.635274  -0.291765  -0.188662  0.393423  -1.340109  -1.051396  -0.246694  -0.409846  -0.916956  0.337685  0.692908  -0.416675  -0.579601  -0.457952  NaN
2428  0.260759  -0.043989  -0.165301  -0.268943  -0.351669  1.151217  -0.880773  -0.899954  0.409930  0.493954  0.748538  -0.686370  0.916606  0.672518  -3.240915  -0.159257
2429  0.981526  -0.918464  0.626378  -0.325062  0.402854  0.728487  -0.424745  0.447395  -1.035856  0.759050  -0.456476  0.777151  -0.127856  -0.414848  -0.917798  -0.594137
2430  -2.000237  -0.917987  0.547207  -0.338313  0.874432  0.781493  0.189786  0.488223  -1.912270  NaN  0.102274  1.083719  1.431272  1.691420  0.421877  0.465125
2431  -0.701324  -0.919735  -0.074535  -0.012511  -1.106193  1.391073  -0.603309  1.100654  -1.134229  NaN  -0.216257  0.815165  0.866922  0.595891  -0.889592  -0.034424
2432  0.801626  0.081276  0.929918  0.191700  0.553759  0.537662  0.647897  0.202422  -1.921213  0.983968  0.213551  1.105051  0.110960  -0.244216  -0.929320  -0.280353
2433  0.629236  -0.666820  0.830091  0.262629  0.921589  0.599945  0.215157  0.529052  -0.514181  NaN  -0.102265  0.430331  0.832277  0.544357  0.260452  0.470949
2434  -0.893036  -0.458415  -0.155114  -0.809089  -0.974151  1.006773  0.347738  0.161594  -0.722851  1.415651  -0.699517  0.700316  -0.423842  -0.583194  0.011563  1.446862
2435  0.246752  1.129660  0.846090  -0.884694  0.534896  0.159987  -1.176278  -0.369180  -1.867555  0.616090  0.033525  1.091320  -0.050221  -0.363160  -0.763313  0.701494
2436  -0.741070  -0.412156  -0.498620  -0.962637  -0.757226  1.098210  -0.028205  -0.859125  -0.287625  1.001721  -0.121902  0.266184  -1.435366  -0.921292  -0.701315  0.508751
2437  -0.363364  -0.092951  0.956743  -0.805972  0.798979  0.325634  -0.671083  -0.614152  1.024016  1.431135  0.486660  -1.365932  -0.888841  -0.774858  -0.238819  2.180967
2438  -2.799990  -0.889214  -0.653010  -0.268943  -1.577770  1.091584  -0.129614  1.018997  -0.997103  NaN  0.276510  0.842310  -0.291466  -0.513148  -1.177851  NaN
2439  -2.253851  -0.895573  -0.410428  -0.829355  -1.389140  1.169769  -0.965065  -0.042550  -1.086533  2.380196  -0.397514  0.857889  -1.066895  -0.830267  -0.177765  0.865913
2440  -1.430226  0.484256  0.603609  -0.765441  0.119908  0.427672  -1.003355  0.324909  0.111830  -0.012746  -0.331600  -0.069868  -0.213648  -0.468109  1.152588  -0.068297
2441  -0.459554  -0.709582  0.581036  -0.853517  0.968747  0.329609  0.384084  2.121373  0.755726  1.833051  1.470342  -0.763753  0.043314  -0.296142  1.018049  0.030904
2442  -0.614789  -0.889373  0.632466  -0.533171  0.836706  0.243473  -0.622107  0.120765  -1.277317  1.502948  -0.818912  0.919038  -0.083882  -0.385993  0.445130  0.923714
2443  -1.928502  -0.921961  0.406357  -0.920548  1.393167  0.485980  -0.363833  1.427284  -0.845072  2.657572  -0.200876  0.761871  -0.403074  -0.572723  1.522555  -1.159207
2444  -0.059304  1.232988  -0.591578  -0.174632  -0.879836  -1.212892  -0.333426  0.692367  -0.827186  -0.179933  0.731454  0.849851  0.339569  -0.044703  -0.742090  -1.029567
2445  0.455920  1.999206  -0.193358  -0.279076  -0.596890  -0.878949  0.163082  -0.001721  0.099906  -0.633440  -0.223423  0.335050  0.446799  0.063221  0.565528  -1.313847
2446  0.057678  2.576255  0.561843  -0.933019  0.723527  -0.643068  -0.211097  -0.001721  -1.605227  0.293597  0.128080  1.072313  1.405838  1.629830  0.756787  NaN
2447  1.624996  -0.153199  0.223913  -0.746735  1.383735  -0.723903  0.513193  0.161594  1.131332  NaN  2.195192  -0.692172  1.479827  1.812793  0.146520  NaN
2448  0.337161  5.493289  0.307715  1.184696  0.912158  -0.888225  -0.845045  -0.369180  -1.250488  0.872777  0.142265  0.991041  0.207482  -0.164716  0.230136  -0.517985
2449  0.544145  -0.060363  -0.870729  -0.380402  -0.993015  -0.999539  1.595427  0.243251  0.940548  NaN  -0.129950  -0.328426  1.757004  2.611196  1.197442  -1.235497
2450  -0.128306  -0.479239  -0.597918  -0.868326  -0.606321  -1.008815  -0.158750  -0.410009  1.581463  -1.117247  -1.174485  -1.315732  0.985116  0.783671  -0.992343  -1.348242
2451  0.785329  -0.636775  -0.605994  -0.897944  -0.606321  -1.003515  0.028508  -0.328351  1.521843  -0.516642  -0.072467  -1.227376  0.614046  0.252646  -1.448692  -1.014238
2452  0.146227  -0.378932  -0.721612  2.176132  -1.200509  1.607076  -0.922853  -0.532495  0.242994  NaN  -0.045376  -0.488518  -0.640515  -0.682012  -0.044709  0.000603
2453  0.070225  -0.874907  -0.505829  1.654693  -0.917562  1.478535  -0.340156  1.590599  -2.168636  1.642104  0.039643  1.142670  -0.076766  -0.381221  -0.510372  0.894704
2454  -0.505633  0.344366  0.363465  1.957892  -0.351669  1.077007  -1.105198  -0.083379  -0.072993  0.607281  -6.168301  -0.122901  0.628997  0.270938  -0.323963  0.841243
2455  0.768837  -0.647585  0.089100  1.764593  0.119908  1.001472  0.105103  0.569881  -0.943445  0.531529  -0.628322  0.622930  1.182932  1.143775  -2.778894  0.235982
2456  0.546235  -0.636457  0.220011  3.002329  0.308539  0.964367  -0.655037  0.202422  -0.323397  0.774267  0.451828  0.069470  1.056512  0.906663  -1.440008  1.155879
2457  0.690454  -0.251758  0.457292  -0.399888  0.874432  0.868955  -0.967734  0.651538  -0.633421  1.802083  -1.858912  0.466451  -0.414446  -0.578479  -2.560986  1.230273
2458  0.328123  -0.401187  0.342450  -0.385858  1.063063  0.900759  -0.872964  -0.042550  0.085001  NaN  -0.675704  -0.284373  0.083046  -0.266008  -1.910802  -0.004095
2459  0.140078  -0.936904  -0.197450  -0.237766  1.157378  1.135315  0.325154  2.325517  -1.459158  2.343755  0.079194  0.941070  1.010605  0.826719  0.198683  0.030355
2460  -1.414872  -0.324883  -0.599570  1.086487  -0.804384  1.403000  -0.009791  0.365737  0.448683  1.445684  0.294092  -0.848023  1.363246  1.529647  1.334482  1.101595
2461  -1.089692  -0.337600  -0.258633  -0.041350  -0.719500  1.364570  -0.600471  -0.165036  -0.660250  1.295850  -0.508451  0.456270  -0.670271  -0.694207  -0.610824  0.879292
2462  -0.138016  0.951617  0.357895  -0.411579  -0.049860  0.886182  -1.124362  -0.287522  -0.541010  0.260893  0.053897  0.366931  0.570808  0.201043  0.644354  0.876682
2463  0.667807  1.081970  0.544816  -0.314930  0.138771  0.868955  -1.053004  -0.410009  -0.385998  0.363275  -0.331638  0.252078  -0.629191  -0.677289  -0.145641  0.920912
2464  -3.490814  -0.712761  -0.892696  -0.412359  -1.153351  1.540818  0.375882  1.753914  0.481474  NaN  -0.055283  -0.503189  1.574517  2.064517  -0.767413  -0.016897
2465  0.805795  -0.847883  1.091923  -0.232310  0.355697  0.405144  4.945941  -0.001721  -1.053742  0.138089  0.298972  0.885121  0.879750  0.615365  1.215435  0.544574
2466  -0.737156  -0.804962  0.204772  0.837069  -1.521181  0.980269  2.218788  2.366345  -1.423386  NaN  -0.231356  0.991985  1.072485  0.935224  0.661385  NaN
2467  0.180989  -0.172275  0.235906  2.335136  -1.049604  0.994846  0.453231  0.610710  -1.014989  1.713584  -0.056059  0.830348  0.312674  -0.070252  -0.597939  -0.919954
2468  0.887753  -0.297859  0.894749  1.380333  -0.295080  0.431648  0.879101  -0.124208  -1.235583  -0.115127  -0.013114  0.908261  -0.688059  -0.701349  0.415351  -0.825011
2469  0.831259  -0.784296  1.343313  2.021025  0.931021  0.057949  -0.230149  0.733196  -0.523124  1.618678  0.810545  0.595617  0.177388  -0.190212  0.237822  0.363644
2470  0.044355  -0.901931  -0.064372  2.163661  -1.521181  1.002797  3.062136  2.203030  -1.936118  NaN  -0.014089  1.117977  1.679063  2.367218  0.551420  NaN
2471  -0.047264  -0.146841  0.228079  1.950877  -1.049604  1.083633  -0.814206  -0.124208  -0.693041  1.779524  0.177449  0.627407  0.328345  -0.055437  0.920781  -0.080852
2472  0.110155  -0.018078  0.087585  1.308625  -0.766657  1.108811  -0.336523  -0.001721  -0.269739  1.077006  -0.191277  0.257493  1.636148  2.239675  -0.184545  3.177868
2473  0.578012  -0.151610  0.576381  0.723273  -0.106449  0.784144  -0.485827  -0.736639  0.558980  0.085097  1.680043  -0.772787  -0.234405  -0.480418  -0.972276  NaN
2474  0.687726  1.237757  0.940179  0.840187  0.176497  0.597294  -1.032903  -0.083379  0.031343  0.248079  0.117379  -0.082069  0.008504  -0.321713  -1.465659  -0.365104
2475  0.116613  -0.797013  0.702285  1.705356  1.213967  0.790770  -0.878255  -0.042550  -1.104419  2.409295  -0.311518  0.788873  0.515176  0.137402  1.765960  0.956433
2476  0.950257  0.016895  0.752843  -0.219060  -0.653479  0.564165  -0.999380  -0.246694  -0.842091  0.346789  1.541325  0.775220  0.256310  -0.121925  1.031372  -0.360214
2477  0.347266  -0.696865  0.979643  -0.616570  0.949884  0.381291  1.007086  1.182312  -1.319051  -0.005404  0.815343  0.962483  1.091170  0.969133  -0.043476  2.688483
2478  0.903422  -0.824038  0.709296  -0.554995  1.421461  0.561515  -0.479026  -0.654981  -0.830167  NaN  1.130952  0.746490  0.414881  0.030054  0.723582  NaN
2479  -0.489292  0.004177  0.240818  2.161323  -0.634616  0.104330  0.078562  1.794743  0.201260  0.022694  -0.382232  0.204927  -0.095700  -0.393855  0.060388  -1.214975
2480  1.271094  0.325290  0.264411  2.647688  -0.351669  -0.013610  0.041315  0.079936  -0.830167  -0.598200  0.191760  0.808495  -3.344112  -1.118750  -0.009625  -0.908471
2481  1.940405  -0.631688  0.553104  2.583775  1.157378  -0.307799  0.111397  -0.083379  -0.794395  0.149903  -0.042430  0.855837  -0.513300  -0.626226  0.423014  -0.133982
2482  0.707957  -0.620561  0.332786  -0.325062  -0.974151  0.864979  -1.048681  -0.042550  -1.658885  1.299788  0.003819  1.055935  1.135274  1.051360  -0.322169  0.985663
2483  1.090932  -0.378932  1.058299  -0.553436  -0.502574  0.393218  2.039112  0.529052  -1.181925  -0.167452  0.340905  0.917677  -0.317056  -0.527315  1.940759  -0.377576
2484  0.241313  1.706708  1.146392  0.370190  0.063319  -0.249491  1.245600  0.610710  1.966012  NaN  -0.897024  -2.674971  0.266222  -0.113018  0.674415  -1.197503
2485  -0.489481  -0.013309  1.300074  -0.721014  0.251950  -0.254792  0.853889  0.774025  -0.034240  -0.416397  -0.224746  0.278419  -0.357177  -0.548911  0.220412  -0.641252
2486  1.504156  -0.995721  1.265875  -0.296224  1.006473  0.010243  2.342218  3.713694  -0.782471  1.658322  0.074394  0.763070  -1.595905  -0.952805  0.516308  0.438423
2487  -1.422486  -0.339190  -0.964515  -0.297782  -1.068467  1.360594  0.479641  -1.716528  -0.099822  NaN  0.438135  -0.021131  -0.707993  -0.709226  -0.541771  0.737427
2488  1.504384  -0.671430  1.379644  0.168317  0.346265  0.104330  0.203038  0.284080  -1.238564  NaN  0.160262  1.017257  0.804460  0.504072  0.654278  -0.496145
2489  1.254693  -0.981414  1.002043  -0.416256  1.289420  0.451525  0.145622  0.814853  -0.096841  NaN  -0.011241  0.341569  1.729425  2.522998  -3.346384  NaN
2490  -0.429892  -0.313755  -0.536811  2.188603  -0.860973  1.577922  -1.074065  0.610710  -1.003065  1.625886  0.099587  0.686594  -0.197567  -0.458422  0.458889  1.239174
2491  -0.078941  -0.890804  0.065826  1.685091  -0.295080  1.120738  0.056758  0.039107  -1.012008  0.586190  -0.268582  0.683940  0.123040  -0.234622  -0.449407  1.928939
2492  0.595574  0.053457  0.607363  1.494909  0.459444  0.883532  -0.262359  -0.777467  -0.546972  1.090487  0.231995  0.243768  0.741605  0.416503  1.895284  2.180830
2493  -0.350403  -0.286890  -1.429225  0.423971  0.789548  1.193622  -0.452828  -0.124208  -0.326378  1.775453  -1.302456  -0.081696  0.424895  0.040363  -2.144972  -0.300407
2494  0.076008  -0.372573  0.463691  -0.473934  0.044456  -0.758358  -0.651911  -0.695810  -0.242910  -1.391620  -0.001442  0.591510  -1.044484  -0.823749  0.165330  -1.450052
2495  -0.231031  -0.541077  -0.806685  -0.975108  -0.964720  0.806672  -0.135996  0.243251  -1.554550  1.301790  0.122082  1.061981  -0.120623  -0.410177  0.961590  0.140490
2496  0.546908  -0.264476  0.463850  -0.337533  0.544328  -0.176607  -0.440821  -0.165036  -2.344515  0.403319  -0.145783  1.163290  -0.947766  -0.794138  -0.224094  0.087826
2497  0.847904  0.805368  0.590551  -0.381182  0.827274  -0.246841  -0.367108  0.937340  0.555999  1.164036  -0.930466  -0.265493  -1.572550  -0.948485  0.423196  0.644187
2498  0.075089  -0.801782  0.284547  -0.396770  1.015905  -0.111673  0.090006  0.651538  -0.910654  1.736409  -0.196423  0.854368  -2.245753  -1.044054  0.745626  0.855941
2499  0.084317  -0.795424  0.267312  -0.468478  1.298851  -0.110348  -0.516315  0.692367  -0.818243  NaN  0.265025  0.813149  -0.250189  -0.489632  -0.567428  -1.364175
2500  1.172155  0.005767  0.173500  0.550239  -0.200765  0.118907  -0.795166  0.529052  -0.403884  -0.566298  -0.060325  0.551141  -1.672439  -0.966369  -0.318263  -0.855395
2501  0.839375  1.438055  0.788589  0.448133  0.270813  -0.183233  -1.172090  0.365737  0.007495  NaN  0.443533  0.259342  -4.259768  -1.144742  -0.117724  -1.409092
2502  1.543401  1.767115  0.862393  0.555695  0.553759  -0.257442  -0.722405  0.120765  -0.618516  0.375555  0.116059  0.700695  0.292678  -0.088870  0.915288  -0.799682
2503  0.950010  -0.784296  0.655343  0.545562  1.025337  -0.107698  0.030061  -0.369180  -0.394941  1.786399  -0.342607  0.517205  0.323550  -0.059992  0.367368  2.679363
2504  0.712562  -0.466363  0.286154  0.950087  -1.426866  0.415746  0.687472  -2.778075  0.785536  NaN  -0.728413  -0.530666  0.416993  0.032221  -0.302241  NaN
2505  1.158691  1.123301  0.701306  0.838628  0.270813  -0.351530  -0.715867  -0.001721  0.684182  NaN  -0.618447  -0.356639  -0.690965  -0.702506  -0.030971  -1.008414
2506  1.192075  0.323700  0.130979  2.518303  -0.285649  -0.006985  0.528071  -0.410009  -1.351842  -0.656799  0.407463  0.992862  -1.365907  -0.906256  0.959917  -0.930229
2507  0.842913  1.999206  1.257734  1.155077  0.327402  0.053973  -0.794044  0.284080  -1.107400  0.005408  -0.129040  0.893159  -0.614682  -0.671170  -0.039492  -0.180575
2508  -0.255733  -0.893983  0.271091  -0.786486  -1.370276  1.069056  -0.366989  4.162810  -0.049145  NaN  -0.429900  0.379671  0.523840  0.147115  1.753363  NaN
2509  0.525784  -0.687327  0.216061  1.175343  -0.898699  0.863654  0.326400  -1.022440  0.603695  1.200944  0.609688  -0.483843  0.225490  -0.149142  -1.305451  0.879842
2510  0.431311  -0.170686  0.713084  0.791083  -0.615753  0.675480  -1.360456  -0.410009  0.874966  0.405188  -0.465180  -0.898984  -1.034253  -0.820731  0.635911  1.095634
2511  1.424270  -0.792244  1.159317  1.042839  1.081926  0.360088  -0.026201  0.774025  -2.225275  2.053831  -0.035575  1.153490  0.409738  0.024795  0.116199  -0.357686
2512  1.211884  -0.793834  1.242782  -0.241663  0.327402  0.197092  0.020109  0.202422  -0.758623  0.027566  -0.154202  0.720844  0.621765  0.262061  -0.987164  0.168044
2513  0.410402  -0.852652  1.146151  1.264198  1.081926  0.368039  -0.426720  0.447395  -2.204408  0.169124  -0.042326  1.153079  1.034410  0.867782  -0.649084  2.316816
2514  0.238174  -0.881266  -0.522656  -0.413138  -1.360845  1.266507  -0.427332  -0.328351  0.949491  NaN  0.874756  -0.783891  1.355981  1.512919  1.126255  NaN
2515  0.875943  2.393443  0.629021  -0.573701  0.053887  0.748364  -0.826009  0.324909  1.927259  -0.068341  -3.189214  -3.343610  0.766811  0.451054  -0.788621  -0.090412
2516  0.608002  3.221658  0.781787  -0.526156  0.336834  0.663553  -1.099124  0.079936  -0.859977  0.304275  -0.173129  0.695430  0.417972  0.033227  -1.072270  0.819129
2517  1.029036  3.364728  0.916125  -0.321945  0.619780  0.584043  0.860408  -0.859125  -0.374074  0.992845  -0.084625  0.344298  0.852108  0.573668  0.160549  0.602732
2518  0.199677  -0.935314  0.645096  -0.593966  0.808411  0.731137  2.291944  -0.328351  -0.230986  NaN  -0.301780  0.297994  0.343235  -0.041175  -1.144572  -0.283924
2519  0.140214  0.163144  0.166391  0.327321  -0.398827  1.054479  -0.708609  -0.532495  0.117792  0.580317  0.324567  -0.335628  0.955484  0.734793  -0.329423  -0.079753
2520  0.124681  -0.342369  0.304535  0.999971  -0.210196  1.112787  -0.722416  1.182312  -2.147769  0.388036  0.065623  1.127716  0.382212  -0.002967  -1.779866  1.837485
2521  0.659319  1.112174  0.478566  -0.373387  0.072750  0.919311  -0.931922  0.529052  -0.177328  0.383564  -2.177779  -0.012566  0.829458  0.540231  0.686866  0.493614
2522  -0.624714  -0.399597  -1.223703  0.595446  0.355697  1.141941  0.180369  -0.124208  -0.192233  0.950197  -0.543711  -0.220607  -0.979730  -0.804197  1.216388  0.719350
2523  0.801705  0.005767  -0.133502  0.040491  1.081926  -0.988938  -0.761639  -0.165036  0.702068  1.488599  -1.109430  -0.165426  0.946211  0.719750  -0.988578  -0.036787
2524  0.714895  -0.151610  1.390466  1.948538  0.459444  0.043372  -0.544781  -0.491666  -0.851034  0.361806  -0.134912  0.729524  -0.496508  -0.618398  0.667561  0.305046
2525  0.237945  0.004178  1.262062  2.089615  0.648075  0.071201  -0.486871  0.079936  -0.573801  NaN  -0.173920  0.612167  -0.357297  -0.548975  0.911802  -0.066127
2526  1.659428  -0.318524  1.375767  2.260311  0.742390  0.056624  -1.190288  -0.001721  -0.973255  1.137874  0.399868  0.826547  0.150010  -0.212842  1.162072  0.496333
2527  -0.155236  -0.916238  -1.202180  -0.207368  -1.341982  1.603101  -0.275119  0.202422  -1.050761  NaN  1.118266  0.764470  0.966917  0.753505  0.896987  NaN
2528  0.515654  0.633685  -0.261267  2.048306  0.025592  -0.820641  3.249545  -0.287522  -0.320416  -1.435002  0.975053  0.698267  1.848774  2.920142  -1.535974  -1.240442
2529  -2.137576  -0.491798  -0.485770  -1.090464  -1.417434  0.948465  0.117132  -0.777467  0.356272  NaN  -0.836065  -0.217466  -0.920001  -0.785174  0.442698  NaN
2530  0.456756  0.779934  0.864474  -0.631379  0.695232  -0.089145  0.122502  -0.001721  -0.451580  1.001988  -0.115661  0.514131  -0.366763  -0.553962  -0.004345  0.948137
2531  0.412347  -0.704813  1.026187  -0.700748  0.789548  -0.097096  0.185561  -0.042550  -0.138575  NaN  -0.197938  0.305944  -0.099077  -0.396087  0.834813  0.419412
